ref,nama,alamat,kota,provinsi
jbk-244,PT. Kodja Terramarin,"Jl. Jababeka IIIG Blok C 17 R, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-245,PT. Koiex,"Jl. Jababeka IXA Blok P 2 D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-246,PT. Koike Cermin Indonesia,"Jl. Jababeka II-D Blok C/15 O-P, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-247,PT. Koki Sanel Indonesia,"Jl. Industri Selatan 1 Blok OO 1 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-248,PT. KOMATSU UNDERCARRIAGE INDONESIA,"Jl. Jababeka XI Blok H-16, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-249,PT. Kompartindo Ekaprasetya,"Jl. Jababeka VII Blok K 5 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-250,PT. Kompresindo Utamajaya,"Jl. Jababeka IIA Blok C 11 E, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-251,PT. Korea Orient Technology Indonesia,"Jl. Jababeka II Blok C 17 AS, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-252,PT. Kostec Indonesia (Bintang Abadi Sejahtera),"Jl. Jababeka XI Blok K 4 D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-253,PT. Kotindo Indah Maju,"Jl. Jababeka VII Blok K 4 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-254,PT. Kumala Megah Tata,"Jl. Jababeka IVC Blok T 2 H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-255,PT. Kurita Indonesia,"Jl. Jababeka XIIA Blok V 6, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-256,PT. Kwang Jin Indonesia,"Jl. Jababeka IIIH Blok C 17 Y, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-257,PT. Kyoei Denki Indonesia,"Jl. Jababeka III Blok D C 18 P, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-258,PT. Lam Seng Hang Indonesia,"Jl. Jababeka XVIIE Blok U 25 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-259,PT. Laser Metal Mandiri,"Jl. Industri Selatan 4 Blok GG 3-1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-260,PT. Lawa Kencana,"Jl. Jababeka XVIIB Blok U7B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-261,PT. Lazuardi Rukun Perkasa,"Jl. Jababeka XIIB Blok V 38, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-262,PT. Lembahsindo Intimanunggal,"Jl. Jababeka VIIG Blok R 1 B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-263,PT. Libra Emas Permata,"Jl. Jababeka VI Blok J 5 D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-264,PT. Lumbaxstrixlumba Bogarasa,"Jl. Jababeka IIE Blok C 16 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-265,PT. Madusari Nusaperdana,"Jl. Jababeka XIVA Blok J 5 O, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-266,PT. Mah Sing Indonesia,"Jl. Jababeka Raya Blok W 17-20, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-267,PT. Mahkota Budaya Indah,"Jl. Jababeka XIB Blok K 9 G, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-268,PT. Makitamega Makmur Perkasa,"Jl. Jababeka III Blok C 18 A-B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-269,PT. Makoto Jaya Abadi,"Jl. Jababeka XIA Blok K 6 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-270,PT. Malkelindo Aneka Cipta,"Jl. Jababeka IIC Blok C 14 J, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-271,PT. Mandala Cakra Buana Sakti,"Jl. Jababeka XII Blok W 11, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-272,PT. Mane Indonesia,"Jl. Jababeka XVI Blok V 66, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-273,PT. Master Label,"Jl. Jababeka IVE, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-274,PT. Mastrada Surya,"Jl. Jababeka IIJ Blok CC 31, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-275,PT. Matsumotoyushi Indonesia,"Jl. Jababeka XI Blok G 8, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-276,PT. Mattel Indonesia I,"Jl. Jababeka V Blok G 4-6, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-277,PT. Mattel Indonesia I {DORMIYORY},"Jl. Jababeka IVB Blok T 3, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-278,PT. Mattel Indonesia II,"Jl. Industri Utama Blok SS 1-3, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-279,PT. Mattel Indonesia II {DORMIYORY},"Jl. Industri Selatan 2 Blok NN 1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-280,PT. Maxenak Indonesia,"Jl. Jababeka IIH Blok CC 18, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-281,PT. MBT Indonesia,"Jl. Jababeka V Blok I 1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-282,PT. Mec Indonesia,"Jl. Jababeka Raya Blok K 1 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-283,PT. Mega Kemiraya,"Jl. Jababeka XIV Blok J 11 J, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-284,PT. Megaplast Jayacitra,"Jl. Jababeka XII Blok W 5A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-285,PT. Megatama Spring,"Jl. Industri Selatan 2 Blok MM 11, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-286,PT. Megatech Ciptanusa,"Jl. Industri Selatan 2 Blok JJ 4, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-287,PT. Mekasindo Dharma International,"Jl. Jababeka E Blok 1-5, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-288,PT. Melji Rubber Indonesia,"Jl. Jababeka IIC Blok C 14 G, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-289,PT. Menara Terus Makmur,"Jl. Jababeka XI Blok H 3-12, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-290,PT. Menawan Arsijaya,"Jl. Jababeka IXC Blok P 5 Q, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-291,PT. Mepoly Industry,"Jl. Industri Selatan Blok RR 6, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-292,PT. Metalindo Estetika Dimensi,"Jl. Jababeka IIB Blok C 12 H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-293,PT. Ming Da Indonesia,"Jl. Industri Selatan 2 Blok JJ 12, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-294,PT. Ming Horng Industry,"Jl. Jababeka VIIA Blok B 11 R, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-295,PT. Mitindo Usaha Sejati,"Jl. Jababeka TFB Blok C No. 14 Q, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-296,PT. Mitra Asmoco Utama,"Jl. Jababeka VI Blok J 5 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-297,PT. Mitra Bina Reka Niaga,"Jl. Jababeka IX B Blok P7 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-298,PT. Mitra Chemical Mullatama,"Jl. Jababeka SFB Blok B No. 11, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-299,PT. Mitra Internasional,"Jl. Jababeka IIJ Blok CC 26, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-300,PT. Mitra Project Fitting Pipe Utama,"Jl. Jababeka XVIIE Blok U 24 B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-301,PT. Mitragondala Kreasi Prima,"Jl. Jababeka IIIH Blok C 17 CT, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-302,PT. Nafiri Pola Lestari,"Jl. Jababeka XI Blok K 4 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-303,PT. Nagogo Karejo Hagabeon,"Jl. Jababeka VI Blok J 4 D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-304,PT. Namia Nusa Indah,"Jl. Jababeka XVI, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-305,PT. NIC IIndonesia,"Jl. Jababeka VI Blok J 6 P, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-306,PT. Nicorindo Baja,"Jl. Jababeka VII Blok L7, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-307,PT. Niparindo Saritama,"Jl. Jababeka VIIA Blok B 11 O, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-308,PT. Nippon Indosari Corporation,"Jl. Jababeka XIIB Blok W 40-41, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-309,PT. Nipsea Paint and Chemicals CoLtd,"Jl. Jababeka XVIB Blok U 8 B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-310,PT. Nirmala Beauty Indonesia,"Jl. Jababeka XVIB Blok U 8 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-311,PT. Nirmala Trinti Indonesia,"Jl. Jababeka XVI Blok U 3, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-312,PT. Norasti Bangun Sejati,"Jl. Jababeka VIIA Blok B 11 L, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-313,PT. Nurwan Sutedja,"Jl. Jababeka IIID Blok C 18 V, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-314,PT. Nusa Integra,"Jl. Jababeka XVI Blok U 9 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-315,PT. O K Chinese Herbal Medicine Mfg. Co,"Jl. Jababeka IID Blok C 15 R, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-316,PT. Ochiai Menara Indonesia,"Jl. Jababeka V Blok I 3 T, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-317,PT. Olahan Sawit Persada,"Jl. Industri Selatan Blok HH 8, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-318,PT. Pandawa Sembada,"Jl. Jababeka XIVA Blok J 5 G, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-319,PT. Pandu Sena Swajaya,"Jl. Jababeka IIIH Blok C 17 U, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-320,PT. Papyrus Sakti,"Jl. Jababeka XVIIE Blok U 24 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-321,PT. PASCALINDO SMASHHIT CHROME,"Jl. Jababeka XVII E Blok U No.25 B-C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-322,PT. Pema Meta Presindo,"Jl. Industri Selatan 2 Blok JJ 1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-323,PT. Penta Buana Duta,"Jl. Jababeka IIIH Blok C 17 1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-324,PT. Penta Kimia Selaras,"Jl. Ind. sel. Blok OO No. 3G, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-325,PT. Perajutan Abadi,"Jl. Jababeka IID Blok C 14 K, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-326,PT. Perusahaan Industry,"Jl. Jababeka IIG Blok CC 21, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-327,PT. Pido Trading Company,"Jl. Jababeka XVIIC Blok V 88 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-328,PT. Pimurho,"Jl. Jababeka XIA Blok K 5 G, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-329,PT. Polywin Indonesia,"Jl. Industri Selatan 2 Blok JJ 9, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-330,PT. Potters Intsia Indonesia,"Jl. Industri Selatan Blok PP 1A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-331,PT. Prana Cipta Mulia,"Jl. Jababeka XIB Blok K 10 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-332,PT. Prestasi Cahaya Metalindo,"Jl. Jababeka XVIIB Blok U 35 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-333,PT. Prima Kompanindo,"Jl. Jababeka XVI Blok V 69 B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-334,PT. Primasindo Makmur Kencana,"Jl. Jababeka Raya Blok C No. 1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-335,PT. Primer Concordia Prakarsa,"Jl. Jababeka II Blok OO-ID, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-336,PT. Printec Perkasa,"Jl. Jababeka II Blok SS No. 4-5, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-337,PT. Procoat Energi Baru,"Jl. Jababeka II E Blok C 15 H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-338,PT. Promas Daya,"Jl. Jababeka XIA Blok K 7 D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-339,PT. Promas Paketindo Sejati,"Jl. Jababeka IXA Blok P 2 F, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-340,PT. Putra Hankuk,"Jl. Jababeka IIH Blok CC 9, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-341,PT. Ratna Dewi Tunggal Abadi,"Jl. Jababeka XII Blok W No. 10, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-342,PT. Ratna Dwi,"Jl. Jababeka XII Blok W No. 10, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-343,PT. Ratu Berlian Chroniccle,"Jl. Jababeka IX B Blok B 7 I, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-344,PT. Reckit & Colman Indonesia,"Jl. Jababeka XIV Blok J 14, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-345,PT. Reckitt & Colman Indonesia,"Jl. Jababeka XIV Blok J 10 H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-346,PT. Rejeki Adigraha,"Jl. Jababeka IIIC Blok C 19, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-347,PT. Rekatama Alam Mandiri,"Jl. Jababeka XVIIE Blok U 26 B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-348,PT. Rekindo Abaditama,"Jl. Jababeka IV Blok V No. 78 P, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-349,PT. Roda Cipta Inti Harum,"Jl. Industri Selatan 2 Blok JJ 6, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-350,PT. Rodamas,"Jl. Jababeka Raya Blok N 8, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-351,PT. ROKU MITRA TEKNIKATAMA,"Jl. Jababeka III Blok C Unit 45C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-352,PT. Rolimex corp,"Jl. Jababeka XI Blok K 4 F, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-353,PT. Romindo Primavetcom,"Jl. Jababeka IIID Blok C 18 R, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-354,PT. Rudolf Poly Chemical,"Jl. Jababeka VIIB Blok K 2 G,H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-355,PT. Safana Mahoni,"Jl. Jababeka VIID Blok K 1 F, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-356,PT. Samhongsa Motor Indonesia,"Jl. Jababeka IV Blok C Unit 1 A-B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-357,PT. Samjin Indonesia,"Jl. Jababeka IXA Blok P 2 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-358,PT. Samsung Electronics Indonesia,"Jl. Jababeka Raya Blok F 29-33, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-359,PT. San Miguei Sampoerna Packaging Industries Limi,"Jl. Jababeka XVI Blok V 42-43, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-360,PT. Sankyu Indonesia International,"Jl. Industri Selatan 2 Blok JJ 5, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-361,PT. Sarana Chrome Persada,"Jl. Jababeka XVIIE Blok U 25 B,C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-362,PT. Sarana Grafika Indonesia,"Jl. Industri Selatan Blok N2, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-363,PT. Sari Takagi Elok Produk,"Jl. Jababeka Raya Blok F 33, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-364,PT. Saripangan Mulia Sutidja,"Jl. Jababeka IIG Blok CC 3, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-365,PT. Sedapindo Trijaya,"Jl. Jababeka XIA Blok K 9 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-366,PT. Seimisu Indonesia,"Jl. Industri Selatan Blok RR 10, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
