,,,,,,,,,,,,,
,Nama Alat,:,Temperature Calibrator,,,Tanggal Kalibrasi ,,:,2024-08-28T00:00:00,,,,
,Merek,:,Constant,,,Due Date Kalibrasi,,:,2025-08-29T00:00:00,,,,
,Type,:,40T,,,Tertelusur,,:,LK-202-IDN,,,,
,S/N,:,99875850,,,,,,,,,,
,,,,,,,,,,,,,
,Mode,:,Source (Simulator),,,,,,,,,,
,Sensor,:,PRT PT100,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,,,,,,,,,,
,,,,100.2,100,0.20000000000000284,0.81,,,,,,
,,,,200.31,200,0.3100000000000023,0.81,,,,,,
,,,,,300,0.3149999999999977,0.81,,,,,,
,,,,400.32,400,0.3199999999999932,0.81,,,,,,
,,,,,500,0.34499999999999886,0.81,,,,,,
,,,,600.37,600,0.37000000000000455,0.81,,,,,,
,,,,,700,0.3949999999999818,0.81,,,,,,
,,,,800.42,800,0.4199999999999591,0.81,,,,,,
,,,,,900,0.44999999999998863,0.81,,,,,,
,,,,1000.48,1000,0.4800000000000182,0.81,,,,,,
,,,,1200.62,1200,0.6199999999998909,0.81,,,,,,
